sqldate,AvgTone,NormalizedTone,7d,14d,28d
2019-12-15,-1.121053657378749,4.949975571235177,4.572624664932131,3.1105392356760597,2.013165535525116
2019-12-16,-1.1595019884007922,4.764088973469318,4.918113867157079,3.4936868017606746,2.0676109615129437
2019-12-17,-1.1549897953276544,4.785904126338954,5.124476548561682,3.659757663568112,2.211215739544812
2019-12-18,-1.3641270311656413,3.77478587483953,5.192453136135172,3.7283685750013427,2.265643593700019
2019-12-19,-1.3235820178681108,3.9708093270390146,4.993331161795031,3.805854815133076,2.304801363388307
2019-12-20,-1.5051412330093772,3.0930228562478543,4.46809098510549,3.9828061356342146,2.306969443475576
2019-12-21,-1.1921703321440993,4.606146948115672,4.277819096755076,4.206730118728038,2.309775376553311
2019-12-22,-1.4281647191563087,3.465182112258728,4.065705745472727,4.3191652052024265,2.4200775785038506
2019-12-23,-1.81255105603376,1.606784972760901,3.614662316800096,4.266388091978585,2.472512917373863
2019-12-24,-1.489805419704101,3.1671670930329516,3.3834141691849524,4.253945358873315,2.5724018365357924
2019-12-25,-0.4491733192795629,8.198323336536838,4.015348092284568,4.603900614209868,2.7792569295723326
2019-12-26,-1.0641932517962067,5.224879242223285,4.194500937310893,4.593916049552959,2.8435685096804613
2019-12-27,-1.2496074111443094,4.328455227379167,4.370991276043937,4.419541130574711,2.979629249225787
2019-12-28,-1.2784605394104795,4.188958669122182,4.311392950473438,4.294606023614255,3.3824258704655255
2019-12-29,-1.9794044506335415,0.8000969053372278,3.9306664923417953,3.998186118907259,3.554362677291659
2019-12-30,-2.0886620488794847,0.2718679113045983,3.7399640549908955,3.677313185895493,3.5854999938280834
2019-12-31,-1.3311961635810226,3.93399712729346,3.8495112027423963,3.616462685963672,3.6381101747658917
2020-01-01,-0.8800560597832937,7.733722604704111,3.7831396696234356,3.8992438809539993,3.813806227977671
2020-01-02,-0.3013030864539551,10.70340330909151,4.565785964890324,4.380143451100606,4.092999133116841
2020-01-03,-0.6418019825694129,8.956245111627048,5.226898805497164,4.7989450407705485,4.390875588202381
2020-01-04,-1.11544161817062,6.525918959544227,5.560750275557457,4.936071613015446,4.571400865871742
2020-01-05,-3.387343764240287,-5.1316003558686685,4.713364952528043,4.322015722434917,4.320590463818671
2020-01-06,-2.5046286489769733,-0.6022378021200825,4.588492707753089,4.16422838137199,4.215308236675287
2020-01-07,-2.188588208129017,1.0194198691886545,4.172124528023831,4.010817865383111,4.132381612128213
2020-01-08,-1.8912127562495855,2.545304282921589,3.430921910626328,3.607030790124879,4.105465702167373
2020-01-09,-1.036406330890659,6.931462565222523,2.892073232930758,3.728929598910539,4.161422824231749
2020-01-10,-1.613013873522571,3.97279043347035,2.18015113605123,3.7035249707741946,4.061533050674453
2020-01-11,-1.7031117634188442,3.510482717638147,1.7493745300646466,3.655062402811049,3.974834213212652
2020-01-12,-1.8048407423986024,2.9884938901504166,2.909387993781659,3.8113764731548483,3.9047812960310537
2020-01-13,-1.5017999331816991,4.543448223423921,3.6444859974308024,4.116489352591943,3.8969012692437173
2020-01-14,-1.46291172142095,4.7429903034061365,4.176424630890443,4.174274579457134,3.895368632710403
2020-01-15,-1.4574351875426714,4.771091337413253,4.494394210103537,3.96265806036493,3.9309509706594645
2020-01-16,-1.4699704903866246,4.706770549970565,4.176581065067544,3.534327148999149,3.957235300049877
2020-01-17,-1.7086646977156694,3.4819896599884386,4.106466668855842,3.1433089024535334,3.9711269716120405
2020-01-18,-0.9038216424885736,7.611777326423473,4.692365898682317,3.22087021437348,4.078470913694463
2020-01-19,-0.8133855780202497,8.075820273947976,5.419126810653397,4.164257402217525,4.243136562326221
2020-01-20,-0.5462795517158696,9.44638707687709,6.119546646860992,4.882016322145895,4.523122351758942
2020-01-21,-0.9071943870921788,7.594471195774096,6.5269010600564155,5.3516628454734265,4.681240355428268
2020-01-22,-1.051112690737616,6.856001712178346,6.824745399308571,5.659569804706052,4.633300297415466
2020-01-23,-1.3564071091951566,5.289483723622604,6.907990138401721,5.542285601734629,4.635607600322584
2020-01-24,-1.7334550700207236,3.354786010622466,6.889818188492295,5.4981424286740666,4.60083369972413
